Reviews ID,reviews,,,,,,,,,,,,,,,,
119,"Kaunos, which is one of the most interesting ruins in Turkey with its rock tombs, was a commercially important port city but lost its port feature over time as the sea was filled with alluvium It rose to number one among the ancient cities I visited Goat sheep tortoise crab snake etc in historical texture We came across a lot of animals After crossing from Dalyan by boat, you can reach the ancient city with a 2 km walk You can use muzecard",,,,,,,,,,,,,,,,
120,"A place where a civilization known as Kaunos lived Museum card is valid There is a WC, a cafeteria Overnight accommodation is not possible",,,,,,,,,,,,,,,,
121,"If you want to see the photos and videos of this place and many other beautiful places in the surrounding area, you can follow my Instagram account",,,,,,,,,,,,,,,,
122,"It is necessary to cross from Dalyan by ferry or boat, it is closer this way The entrance fee is 14 TL, you can enter with a museum card There are ruins of a church, bath, amphitheater, fountain, etc You are traveling with goats It would be better if you take water with you, otherwise it is difficult in the heat",,,,,,,,,,,,,,,,
123,"We visited on May 20, 2022 On the Akyaka-Fethiye road, we deviated from the first sign and crossed a forest road of 45-50 minutes I think there is a shorter route on Dalyan that I realized later The forest road was very enjoyable for me We reached Kaunos by wandering around Köyceğiz lake If you enjoy visiting ancient cities, you should definitely see them Museum card is valid In a mystical atmosphere, you can feel the richness of history extending to the present and calmly sail to emotions you have never experienced The most impressive photo for me was the area where the land and the lake meet on the south coast of the city It was fascinating",,,,,,,,,,,,,,,,
124,"found it a bit neglected and left to itself Apart from that, entrances are 25 TL per person, there is a place to take a rest and an ice cream and soft drink area It is quite long, and the end goes down to the lake It can be a little difficult with the child, so we did not go down But it would be very nice to go down to the lakeside and watch the scenery",,,,,,,,,,,,,,,,
125,"To reach the ancient city of Kaunos, instead of using the highway, it is an easier choice to go to the center of Dalyan and take a ferry Because going directly to the ancient city by road can be a bit tiring After visiting the ancient city, it has a very small cafe with a seating area under the trees, where you can take a coffee break and take a breather Water is very expensive and you will go in the summer months, it is useful to bring your water with you It is a beautiful and must-see ancient city founded by Kaunos, the son of Miletus King",,,,,,,,,,,,,,,,
126,"When we went to Dalyan, I was curious and went, but it is not worth your time and tiredness If you have time, you can climb the castle The road is very steep, but I am sure that the view is worth it They sell pomegranate juice on the road, you must try it, the taste is still in my mouth",,,,,,,,,,,,,,,,
127,"It is difficult to reach compared to other ancient cities To cross the river, you need to take the small ferry with 3 vehicles Crossing takes 2-3 minutes The toll is 23₺ After passing, you reach the city without going 1 km Excavations are still going on inside There are fountains, agora, basilica, bath and theater in the ruins dating from the 5th century BC Those who do not come as someone who has visited other ancient cities will not lose much",,,,,,,,,,,,,,,,
128,The breakfast is varied and delicious It is also very enjoyable to have breakfast with a view of the Kaunos Rock Tombs Catch one of the waterside tables,,,,,,,,,,,,,,,,
129,"You can reach one of the perfect ancient cities of our heavenly homeland after a bit of troublesome transportation and you will be alone with perfect ruins and perfect history Please, let's not throw our garbage on the ground, please KEEP OUR ENVIRONMENT CLEAN Make sure to set aside 3 hours for sightseeing",,,,,,,,,,,,,,,,
130,"Excavations have been going on since 1960 The state of Kayra was established here as a port city in the years of Jesus Christ, and then the Persian empire settled on it, and later the Roman and Byzantine empires settled and lived here There are remains from these 4 ancient states, and there are remains from these 4 ancient states, and an ancient ambassador in iztuzu, whose iztuzu leans on the slope of Dalyan at the point where the Aegean and the Mediterranean meet",,,,,,,,,,,,,,,,
131,"A little difficult to reach, had to use the ferry Cute donkeys were roaming the streets of the ancient city Muza card is valid",,,,,,,,,,,,,,,,
132,"There is no parking lot If it is convenient, 3 4 vehicles can be parked on the side of the road Do not go without sneakers and water Museum card is valid Entry is 25 TL A large site",,,,,,,,,,,,,,,,
133,"It has a very beautiful image, if you are passing through Dalyan, do not miss it",,,,,,,,,,,,,,,,
134,"You should go by canoe from Köyceğiz lake to Iztuzu beach and even to the turtle hospital If you say you can't go, don't miss the boat tours A nice place",,,,,,,,,,,,,,,,
135,"If you like historical places, I would say definitely go, the only problem I see is that there is no information about heaps around, other than that, a very nice walk and great history",,,,,,,,,,,,,,,,
136,"In order to be in a very beautiful historical atmosphere, it must be on your holiday route It is wonderful with its view and nature However, the staff is cold and uninformed",,,,,,,,,,,,,,,,
137,"Be careful with the snake, it has a very beautiful view, go up and see the view You go up 152 meters The snake appears 152 meters",,,,,,,,,,,,,,,,
138,"Well maintained, far below expectations The works have not been preserved Not as interesting as the rock tombs Entrance is 20 ₺ teacher and student are free Be sure to wear sports shoes",,,,,,,,,,,,,,,,
139,"If you are interested in ancient cities, you can visit Otherwise, you won't have much to lose It's a little neglected It may be good to walk in the early morning or evening Don't forget to take plenty of drinks, a hat and sunscreen with you",,,,,,,,,,,,,,,,
140,"There is 1 km walking distance, 25 TL entrance fee, museum card is valid, I recommend you to come and see",,,,,,,,,,,,,,,,
141,The place where the ruins of the ancient Carian city of Kaunos are located has the most beautiful location to see Dalyan You should definitely visit the ancient city and take the most beautiful pictures of Dalyan,,,,,,,,,,,,,,,,
142,"You are officially wondering how ancient civilizations lived in these lands thousands of years ago Fountain in the port, theatre, bath, church Although most of it has been destroyed, what remains is quite impressive Donkeys and goats accompany you throughout the trip",,,,,,,,,,,,,,,,
143,"The city is beautiful, but transportation is a bit difficult If you are in dalyan, you can come across with the car ferry The theater was closed when I went I want to visit again in the future",,,,,,,,,,,,,,,,
144,A ruined place that will be very beautiful when the restoration and excavation works are completed,,,,,,,,,,,,,,,,
145,"Magnificent works greet you with its structures and water and sewer infrastructures far ahead of the period, the ancient theater, ancient fountain and many other works of art, which have been unearthed with a calculation, open the doors of history to you until the end In order to go to the ancient city of Kaunos from Dalyan, you have to walk for about 2 km after crossing by boat (5 TL per person round trip) in front of the Kaunos tea garden of Ortaca municipality When you come to Dalyan, you should definitely set aside time",,,,,,,,,,,,,,,,
146,"It is a lovely ancient city that you can visit with a nice 2 km walk Pleasant road, breezy air, beautiful view is worth a visit",,,,,,,,,,,,,,,,
147,"It's a great campus, but you need to work hard soooooooooooooooooooooooooooooooooooooooooooooooooooooooooto to it seems impossible to get to the castle on the hill, there is no way when it comes to transportation After saying the graves and finally Iztuzu beach, it takes about 3 hours When you return, you get in your car and go to the ancient city of Kaunos, there will be at least 2 hours of sightseeing, arrange your time well, take your honey from the village roads and go to your hotel on the way back",,,,,,,,,,,,,,,,
148,"It was very nice to see historical places, we paid 25 TL per person",,,,,,,,,,,,,,,,
149,"It is very difficult to come by car and go over the hard roads, but we came in antiquity, but every part of it is destroyed and its history is not claimed, and the entrance fee is 10 TL WCs are not allowed to enter because of bad smell Also, the water at the entrance to the museum is 5 TL They established a black market, but they are not claimed in the ancient city 1969, a few of the excavations discovered in 2005 it has come to the sky but maybe tens or hundreds of times have not come to the surface It is officially disrespectful to the past for them to enter the open air museum with a tractor and transport the tourists",,,,,,,,,,,,,,,,
150,"Relatively well preserved, one of the great cities of its time, where excavations are still ongoing; It is one of the ancient cities that should be seen due to its location and natural beauty",,,,,,,,,,,,,,,,
151,"Now we went down to the city to take pictures with donkeys and goats If you are not very keen on archeology, it is not worth going",,,,,,,,,,,,,,,,
152,An ancient city with an Arena for 5000 people It is possible to cross from Dalyan in 5 minutes with a small car ferry Vehicle price is 15 TL You can enter the ancient city with a museum card,,,,,,,,,,,,,,,,
153,From places that preserve their natural texture,,,,,,,,,,,,,,,,
154,"It's very hot here, we're in July So set your arrival time well We pass from Dalyan with 5 TL per person one way, and you go up a light hill for 15 minutes The road is not a path, it is a driveway under the sun Under the trees at the ruins are a place to sit for a long time and look at the history",,,,,,,,,,,,,,,,
155,It's a place that doesn't have many visitors All the staff members are friendly,,,,,,,,,,,,,,,,
156,"It is definitely a place to go and see, history is calling you, not to mention its beauty",,,,,,,,,,,,,,,,
157,"The ancient city of Kaunos, famous for its rock tombs, was a commercially important port city, but lost its port feature over time as the sea was filled with alluvium The acropolis, which forms the heart of the city, is built on a hill at a height of 152 meters The theater with 33 rows of seats is located at the foot of the acropolis One of the building remains in the west of the theater belongs to a basilica type church, while the other remains in the city are the remains of the Roman bath and the temple The rock tombs, which can also be seen from Dalyan, were built in IV It was built in the 19th century and was later used in the Roman period The cavities carved into the rocks, which can be seen from the pier, are the places where giant fires are lit, which act as beacons for the ships docking at the ancient port to transport cargo to Kaunos According to Herodotus, the father of history, the people of Caunos were from the indigenous people of Caria, but they considered themselves Cretans The geographer Strabo also writes that Kaunos has a shipyard and a port that can be closed The port of the city was Sülüklü Göl below the acropolis At that time, the sea was reaching the acropolis of Kaunos",,,,,,,,,,,,,,,,
158,"Bring your water, etc, while the stadium is being renovated, the cafeteria is 8 liras",,,,,,,,,,,,,,,,
159,Definitely a must see place full of history intertwined with different times,,,,,,,,,,,,,,,,
160,"I think I went in the wrong season, donkeys, goats and I was there, the waterways are still working The road with land access is very dusty",,,,,,,,,,,,,,,,
161,"A wonderful place to visit, an ancient city to see",,,,,,,,,,,,,,,,
162,"The ancient city is worth seeing, the entrance fee is 10 TL, 250ml water is 5 TL, for the first time in my life they asked for 5 TL for small water, I'm shocked whoever determines these prices, take a drink with you, there is not much shade, the sun will be on your head",,,,,,,,,,,,,,,,
163,"I think it's a place to meet Only I went on the Dalyan tour boat Our people visit such places as stones But it's not like that, go and see Do not forget that all the historical artifacts found here are exhibited in the city museum in Fethiye",,,,,,,,,,,,,,,,
164,"There is no order to go around and the ruins are scattered There are only some finds and clues of previous civilizations that have not yet been built as a city However, no comprehensive study has been done The entrance is 14 TL and when you come from the beach by boat, you walk to the area for 10 minutes It's a tough trail that goes upwards in the heat Especially if you come from the sea salty Hats, glasses, water, sunscreen are a must in summer May not be good with children over 65 years old There is a passenger transportation system that is used only on a contractual basis Tourists went upstairs with it, but we couldn't use it 5 6 better times to visit in the summer, tickets are issued until 7 and closes at 8 pm",,,,,,,,,,,,,,,,
165,"To go here, you first have to go to Dalyan You arrive here after a short but pleasant boat ride and walking two and a half kilometers on the village road You enter the ruins from the gravel road If you do not have a museum card, there is a fee of 175 TL It's quite a large place There are places such as churches, theaters and temples inside However, the coffee shop at the entrance is quite expensive We paid 27 TL for two Turkish coffees, even though the museum gave the card half a discount The coffees also came in a small cardboard box",,,,,,,,,,,,,,,,
166,A wonderful ancient city is a must-see Entrance is 10TL You can also enter with a museum card,,,,,,,,,,,,,,,,
167,It is a beautiful ancient city that should be visited during cool hours,,,,,,,,,,,,,,,,
168,"You should not come to Dalyan and not return without seeing it About 1 hour is sufficient for the sightseeing route However, if you want to go up to the castle on the hill, you have to spend more time The castle road may be a bit tiring, but the view is beautiful If you do not have a museum card, the entrance fee is 1750 TL as of January 2022",,,,,,,,,,,,,,,,
169,"It is such a place where history and nature are intertwined that one hill sees the lake, the other one is insatiable to see the sea",,,,,,,,,,,,,,,,
170,"I would recommend it to history lovers It's a great historical city, but either go in the morning or it gets very hot in the evening",,,,,,,,,,,,,,,,
171,"can say that it is a place that can be visited in Muğla Fethiye He seemed a little indifferent because of his distance An area where you can easily see animals such as goats, donkeys, turtles and squirrels, it is a visible place, but it is 40 km away from Köyceğiz and its winding roads make you wonder if it is worth this beauty I actually went for the Tombs of the Kings but I could only see it from afar and that was a disappointment for me",,,,,,,,,,,,,,,,
172,"We passed by Sandalla across the town of Dalyan Duration is 5 minutes, round trip is 20 TL On the opposite beach, there is a 2 km walk in nature, there is no slope on the road In the last 100 meters, you go up a little hill and reach the entrance of the city The ancient city is beautiful, but the walking path is also very nice if the weather is not hot",,,,,,,,,,,,,,,,
173,The ancient city and royal tombs were impressive,,,,,,,,,,,,,,,,
174,"It is an excellent cultural treasure, which we entered as a small place, but encountered a very large and gigantic ancient city",,,,,,,,,,,,,,,,
175,It was huge The museum clerk was very knowledgeable It was there that they told us about the Muzekart application for the first time,,,,,,,,,,,,,,,,
176,Kaunos is the city of the Persians You should definitely see the rock tombs Then go to the Iztuzu beach It is a region with carats and blue crabs Very nice sand and shallow beach Egg laying time is coming more I recommend seeing and eating blue crabs Meat is delicious,,,,,,,,,,,,,,,,
177,"Don't have high expectations, if you're passing over the road, you can stop by and visit the lake, the view is very beautiful",,,,,,,,,,,,,,,,
178,"It is still standing and with its magnificent position, it makes you feel like you can't get out of it",,,,,,,,,,,,,,,,
179,"Ancient cities have always attracted my attention The seaside, especially the castle walls, theater areas The period they were built and the craftsmen who made them and the architectural features of the period are very beautiful",,,,,,,,,,,,,,,,
180,"You feel yourself in that period, you will arrive in 15 minutes after the ferry and boat crossing from Dalyan",,,,,,,,,,,,,,,,
181,"Visiting more than 15 ancient cities in the last year, this one is a bit pale compared to the others The theater, bath, Byzantine church are beautiful Excavations continue If you are near Dalyan or Köyceğiz, travel if the weather is not too hot Free with the museum card",,,,,,,,,,,,,,,,
182,"Ekincike is a must-see if you happen to be on your way, but the roads can be a bit of a hassle The roads are very winding",,,,,,,,,,,,,,,,
183,Roman architecture and Hellenistic architecture are active The climb to the castle is challenging but worth the view,,,,,,,,,,,,,,,,
184,"Ancient city dating back to 6 AD Its 5000-seat theater, mosaics and altar are worth seeing The view is beautiful You can reach it by boat, by taking the ferry, by car or in a tractor trailer Entry to the ruins for 2019: 14 TL, primary school students free",,,,,,,,,,,,,,,,
185,"didn't go into the city I only saw the graves from afar But it is definitely worth seeing for those who love historical places The photos I added belong to the graves The city is a little further away, so don't be deceived",,,,,,,,,,,,,,,,
186,"The date is history, but there is no careless freak order, entrance 17 ₺, you should pass from dalyan with a vehicle",,,,,,,,,,,,,,,,
187,It is a place to visit with curiosity despite the heat of August I recommend you to buy drinks etc in your expensive backpack at the entrance,,,,,,,,,,,,,,,,
188,"If you want a different experience on the mini ferry, one of the rare places where history and nature meet, you can take a boat tour",,,,,,,,,,,,,,,,
189,"There is not much of a building worth seeing, maybe it will be manageable when the renovations are finished",,,,,,,,,,,,,,,,
190,"The excavations are not finished yet, but it must be seen, the ancient theater is under repair, it cannot be visited, other places are open",,,,,,,,,,,,,,,,
191,An amazing place Everyone should definitely visit,,,,,,,,,,,,,,,,
192,"must-see place in the evening, when you are looking at the royal tombs, a surprise visitor may come to you, you can come across with a beautiful route with a boat tour By the way, the reeds blew too much, it is very ugly to wash them with pressurized water in mud baths",,,,,,,,,,,,,,,,
193,The ancient theater is in really good condition It is recommended Must go,,,,,,,,,,,,,,,,
194,Visiting places that reflect history gives a different taste,,,,,,,,,,,,,,,,
195,"Take your water with you 05 ml of water 7₺ and don't go with a baby carriage, a room with limited space will be a burden on you",,,,,,,,,,,,,,,,
196,"There could have been more explanatory signs, and the prices in the buffet at the exit are very expensive",,,,,,,,,,,,,,,,
197,I recommend a suitable place for hiking worth seeing I say go across Dalyan with a boat,,,,,,,,,,,,,,,,
198,This is a place that smells of history,,,,,,,,,,,,,,,,
199,It is very difficult to reach Travel boats reach within the tour or from Dalyan by boat for 5TL (2017 price) You have to reach the ancient city by walking from here Or there is a tractor transportation for 5TL one way The theater is partially standing in the ancient city There is nothing else I wouldn't recommend it,,,,,,,,,,,,,,,,
200,"The current state, which has not been fully excavated, is not worth seeing, but if excavations are made in the future, it will be worth seeing",,,,,,,,,,,,,,,,
201,I strongly recommend that you bring water to drink with you when you go,,,,,,,,,,,,,,,,
202,"I don't know why it's a supernatural beauty, but when you visit this place, you feel a sense of peace",,,,,,,,,,,,,,,,
203,You can visit this Lycian settlement with the boats you can board from Dalyan It has a really beautiful view and it's a big campus,,,,,,,,,,,,,,,,
204,So beautiful place,,,,,,,,,,,,,,,,
205,You can park your car a little far away and reach it on foot It is a city built on a very large area and you have to go up and down,,,,,,,,,,,,,,,,
206,"The museum card is valid The ruins on the left side of the entrance are closed There are some ruins on the lower side The ancient theater has survived a little There are wall ruins on the hill If you continue to the king tombs, it is closed King tombs are not allowed You cross the ferry with your vehicle and continue",,,,,,,,,,,,,,,,
207,"You can enter with a museum card It's a little hard to come by You will either go around Köyceğiz with your car for more than 1 hour or you will cross the road with a ferry, which is more logical Since we have children spread over a very large area, we could not visit the lower parts, we only visited the upper parts We have not seen any work that has not been done on an unmaintained ancient city Still, I think it's worth going",,,,,,,,,,,,,,,,
208,"Entrance is 1750 TL for those who have a museum card The museum card can also be bought from the entrance point for 60 TL If you are interested in historical places, you can visit all the places for free for 1 year by paying 60 TL If we come to Kaunos, it is worth a visit You will cross the mountain in a short time The ferry fee is 23 TL per vehicle, it takes about 3-5 minutes to cross",,,,,,,,,,,,,,,,
209,"You can go to Çandır either by car or on foot by the tiny ferry from Dalyan There are also sandals to cross Located within the borders of Çandır village, the ancient city of Kaunos was an important commercial port city in Antiquity",,,,,,,,,,,,,,,,
210,"It is a place that is only a small example of the unique historical and cultural richness of my beautiful country, but we have a historical weakness as a nation, I think that we cannot pay enough attention to cultural heritage",,,,,,,,,,,,,,,,
211,"The ancient city is beautiful, but unfortunately the direction and information signs are very lacking",,,,,,,,,,,,,,,,
212,"It is in a very difficult place in terms of location, but it has a magnificent view that is worth the difficulty",,,,,,,,,,,,,,,,
213,"except for the bad roads, enjoyable informed time can be spent",,,,,,,,,,,,,,,,
214,"Spread over a large area, a beautiful must-see place",,,,,,,,,,,,,,,,
215,"It is a beautiful place, but the surroundings are very neglected There are not enough signposts on the road You come all the way to the bottom of the area and you wonder where to enter here, where to park the car Let me give you important information for those who will come from Dalyan by car I learned that there are ferry services between Dalyan and Kaunos after 60 km from the highway",,,,,,,,,,,,,,,,
216,"For those without a car: Walk along the river until you come across the tombs of the kings You will see the sandals The female friend will take you across (75 TL go and come) and will describe the 2 km locked cobblestone road If you walk at a time when the sun's rays come with oblique pains, you will proceed in the shade of the trees It's a pleasure to watch The signs are enough to get you there When you get close, you reach the ancient city from 100m of land (Get lots of water and pomegranate juice from the aunts by the roadside) Have a shoe suitable for all terrains",,,,,,,,,,,,,,,,
217,Nice place for those who care about ancient ruins But it doesn't appeal to me,,,,,,,,,,,,,,,,
218,A place to visit with ample time,,,,,,,,,,,,,,,,
219,"Only 30 percent of it has been exposed yet If you have a museum, don't forget to take it with you The entrance fee is 1750 TL It is the most logical way to get there by ferry with 3 cars from the center of Dalyan At least 2 hours are required to visit comfortably and enjoy it There are theaters, baths, fountains, churches etc There are places to see",,,,,,,,,,,,,,,,
220,You can reach the must-see places after a short walk by crossing the boat from the sea instead of using the highway for transportation The walking path and the pleasant scenery are worth seeing,,,,,,,,,,,,,,,,
221,Getting lost in history and in the forest It is impossible to come to Dalyan and not see it,,,,,,,,,,,,,,,,
222,"“A divine city” for those who want a short summary Since we did not have a short time (to avoid being a little hot), we entered close to the sunset I think there were two entrances, we entered from the back and parked right next to the turnstiles There are boutique state affiliates in museums such as a small cafe at the entrance, and there are beautiful works such as a Roman bath, a church, a holy stalagmite at the top All of them were impressive, but when they passed the passage and started to descend the stairs, it was as if BC You feel as if you are going back to the years, enormous structures, architecture fascinates you I don't know if we had gone at noon, maybe we wouldn't have been so impressed, but while we were walking around, our chins were hanging down to our knees We captured some great poses (unfortunately I can't post them here) You should definitely visit this ancient city Even if you bring it to the sunset, you will understand what I mean",,,,,,,,,,,,,,,,
223,"We passed by ferry from Dalyan If your car is close to the ground, do not go to the entrance, leave your car under the olive trees opposite the entrance The entrance was 17 TL in August Free for teachers The ancient city is very beautiful, but unfortunately it has been neglected One scene of the movie ""My Ice Cream Cream"" was shot in the ancient theater It is beneficial for those who come to Dalyan to stop by",,,,,,,,,,,,,,,,
224,It's hard to travel in the heat to benefit from your Müzekart,,,,,,,,,,,,,,,,
225,"Everywhere in this ancient heritage is unfortunately full of animal droppings I went 2 days in a row Not cleaned, smells and no maintenance The animals were told they couldn't close the passage but at least the mess must be cleaned up It needs to be taken care of immediately In addition, there should be Turkish translation plates next to the stones written on -I think in Greek-, if their language can be deciphered People wonder what he wrote An ancient city doomed to its own fate I'm so sorry Not enough attention is paid to",,,,,,,,,,,,,,,,
226,Definitely a place not worth visiting Admission is 1750 TL No statues etc Everything was destroyed and looted You can't see anything but a pile of stones There is no means of transportation It is not possible to walk on the stones on the ground Even the mosaics rise on unprotected people,,,,,,,,,,,,,,,,
227,"The ancient city of Dalyan is on the must-see list after seeing the splendor of the king's tombs It is a large city and the theater is particularly well preserved The mosaics behind the church are another proof that the same patterns were used in all Anatolian lands Only the entrance was a bit of a surprise, as if the wires were cut, you can reach the real entrance above when you say that we are entering a leak Don't be misled",,,,,,,,,,,,,,,,
228,A place that must be seen and smells of history,,,,,,,,,,,,,,,,
229,"A wonderful corner from my paradise country The combination of nature, history and perfect scenery",,,,,,,,,,,,,,,,
230,"Miletos expelled his son, and his son Kaunos made a grave for himself on the steep surface of the mountain out of fear",,,,,,,,,,,,,,,,
231,"The roads are very bad, the business is very bad It doesn't go that far",,,,,,,,,,,,,,,,
232,"When the restoration and excavation works progress, it will be a much more beautiful ancient city I think the part on the shore of the lake is much more beautiful, even as it is The ancients know their business",,,,,,,,,,,,,,,,
233,amazing place a history to go and see,,,,,,,,,,,,,,,,
234,"Make sure to visit these places, wonderful nature, beauty, forest, sea, greeneryamazing",,,,,,,,,,,,,,,,
235,"You go to the ancient city of Kaunos with the boaters in the Kaunos Tea Garden in the center of Dalyan, for a round trip fee of 75 liras, with a 20-minute village road walk Other options are to take the car ferry and go by car, start walking by watching the king tombs and admiring the walkway a couple of villagers sell cold pomegranate juice etc Also, the branches of fig/pomegranate trees hang down on the road Take one or two from them and continue to eat them There is an opuntia type cactus that produces the fruit we call prickly figs You can also get prickly figs from it, but beware of thorns and burning hairs The entrance to the ancient city of Kaunos is 175 lira, the museum card is valid, there is the church and mosaics on the left at the first entrance, the magnificent amphitheater, the view from the theater is magnificent, you cannot climb the castle, it's dangerous After the theater, you look at the round structure on the road parallel to the place you came from, and then you go to the agora-fountain-temple part by stairs from the floor like the door ahead I sat and watched the scenery, I thought about what the people of that place were doing in the theater in that temple on those roads, I learned who the kings/leaders were and tried to imagine, it is a very impressive place, take a look at the last ruins of the bath, look at the drawing showing the whole state of the bath in detail and admire the magnificent architecture, engraved as one of the places where I was impressed",,,,,,,,,,,,,,,,
236,"For transportation to the area, you can cross the Dalyan Bosphorus by boat by paying 14 TL round trip fee for two people from Dalyan After you pass, the royal tombs greet you, and you can reach the area after walking for 20 minutes by following this road I recommend you to read the history and go, it has a wonderful ambiance I do not recommend climbing the walls to the east of the ancient theater As of September 2020, if you do not have a museum card, the entrance fee is 14 TL",,,,,,,,,,,,,,,,
237,"It is forbidden to enter the ancient city because it was written 6 years ago that evening""",,,,,,,,,,,,,,,,
238,Great place to see,,,,,,,,,,,,,,,,
239,"I can say that it has the most developed city structure among the ancient cities I have visited There is not much left of the city When you travel through history when your imagination combines with the ruins, you will realize that it is one of the most beautiful places to live The nature is wonderful, bring your museum card and come",,,,,,,,,,,,,,,,
240,"The ruins of Kaunos are worth seeing with its unique location and natural texture You will travel back in time among the ruins of the port city The theater of the city at the top, the temples, the fountain below, and the agora and the harbor street at the bottom To see the whole view, it is necessary to climb the terrace temple or the hill on which the theater leans The view from above is beautiful and makes for great photos for your memories",,,,,,,,,,,,,,,,
241,The beauty of the amphitheater cannot be described You have to be in that atmosphere I say don't miss it,,,,,,,,,,,,,,,,
242,"It is difficult to find the entrance to the ancient city, they made a very small sign The entrance is very bad",,,,,,,,,,,,,,,,
243,peaceful place to see,,,,,,,,,,,,,,,,
244,THANK YOU TO THE MINISTRY OF CULTURE AND ALL THE ARCHAEOLOGISTS WHO CARRIED HISTORY TO THE PRESENT EXCAVATIONS THAT WERE EXTENSIVELY A CITY OF THAT TIME IS A HUGE AREA,,,,,,,,,,,,,,,,
245,"It goes back 3,000 years, must see",,,,,,,,,,,,,,,,
246,Visible but not superbrestoration and excavation are poor,,,,,,,,,,,,,,,,
247,Prices are a bit expensive otherwise no problem,,,,,,,,,,,,,,,,
248,"I have visited many ancient cities so far It was one of the places where I was most impressed It was pretty quiet due to the pandemic There were puddles in certain areas in March In that way, he added a different magic to himself You can also go from Dalyan by boat You can also go around Köyceğiz Lake by car We went by car and the views of Köyceğiz Lake on the road were also excellent",,,,,,,,,,,,,,,,
249,A beautiful ancient city,,,,,,,,,,,,,,,,
250,I wonder how the natural look will be when the maintenance and repair is over,,,,,,,,,,,,,,,,
251,"It is possible to go from Dalyan by boat tour or by boat After crossing the street, there is an average of 1 km uphill walking distance It is not a suitable choice for lunch hours, it is a difficult journey If you do not have a museum card, you can enter the ancient city for 14 TL After you enter, the signpost greets you After that, it is entirely up to you, I think that the necessary care is not taken There is a ban on climbing to the king's tombs, there are people who go out, of course, but it is said that it is risky There was a mention of broken rocks On the hill almost behind the ancient theater there is a wall like a castle wall, I don't know if it's free to climb there or not, it has a very steep slope I would like to see the view from there",,,,,,,,,,,,,,,,
252,A magnificent ancient city with its amphitheater built on a hill overlooking Dalyan Bay,,,,,,,,,,,,,,,,
253,"It is a must visit place As I walked there, I felt as if I lived here centuries ago Its incredible architectural features also amaze people",,,,,,,,,,,,,,,,
254,"Transportation is seriously troublesome and it is difficult to find someone who gives information about this issue in Dalyan Let me try to explain to you If you are going with your own vehicle, you can take a 3-car ferry departing in front of Dalyan Orange Hotel I was told to walk the 15 km road to make the crossing (I couldn't find that boat) Good thing I couldn't find it You have to walk for an average of 20-25 minutes under the heat If you don't have a museum card for the entrance to the ancient city, it's seriously difficult to walk around under the sun for 14₺ Why isn't there a guide anywhere I don't know I wish Muğla municipality would put a guide and give little information",,,,,,,,,,,,,,,,
255,I recommend those who have fallen on the way to visit it for a journey into history,,,,,,,,,,,,,,,,
256,"We knew that Dalyan went with different options However, we chose to go by Köyceğiz by wandering around Köyceğiz Lake and watching the magnificent view in order not to risk our trip due to February, which is the off-season Kaunos Ancient City is one of the places to visit The only problem is that the prices of the buffet at the entrance are way too expensive",,,,,,,,,,,,,,,,
257,"It's not very hot, but it's worth seeing, the roads are pretty boring We came from the planter, the road problems, the way of the sheep is very narrow",,,,,,,,,,,,,,,,
258,"The ancient city entrance road is narrow, there is no parking lot, you park your car on the side of the road and go up the stony road towards the ancient city, there is a mini ferry in Dalyan down the road",,,,,,,,,,,,,,,,
259,"The historical city is really impressive but the buildings are very lacking Many are almost exclusively ground However, the work continues Regardless, I would recommend a business trip",,,,,,,,,,,,,,,,
260,"It is a large ancient city spread over a wide area within walking distance to the mountain where the Kaunos King tombs are located in the Dalyan region You can reach it by walking 1-15 km by crossing the boat from Dalyan It would be better not to visit, especially at noon Because the hot weather is quite challenging Its church, ancient theatre, agora, bath and settlements have survived to the present day The entrance fee is 14 TL You can also enter with a museum card Sandal fee is 75 TL History buffs should definitely see it",,,,,,,,,,,,,,,,
261,"The ancient city of Kaunas is a fascinating place As far as I can see, the only restored place is the theater Although there is the rest It has been cleaned a little, its streets are open It is worth seeing even in this state You can go on tours or you can go to the opposite shore from the center of Dalyan by boat and walk There is a place on your way that makes very good pancakes and ayran You can chat with the villagers who sell their products on the road If you are going on foot, go early in the morning or towards the evening Pay attention to the air temperature Have an umbrella or a hat and water Although, there is a spring near the Rock Tombs on the road We used to go to the rock tombs and see them Last time we went, they fenced it off and put ""dangerous"" warnings If you say ""three-five rocks"" to such ruins"," try the hot springs""", https://wwwgooglecomtr/none, none,,,,,,,,,,,,,
262,"historical place to visit in Dalyan You can cross from Dalyan by boat (75 TL round trip) and then continue on foot, (there are ferries in vehicles) Entrance fee to the ancient city is 15 TL",,,,,,,,,,,,,,,,
263,Old campus built on top of the mountain,,,,,,,,,,,,,,,,
264,"We took the ferry from Ortaca to the Kaunos region in 5 minutes Getting on and off the ferry is very difficult They place 4 cars at the bottom Entry and exit areas are narrow There are many vehicles waiting You are under stress There is a wall behind, the officials warn that there is a car, but in vain I will never go again If you don't want to go by ferry, you have to go 80 km by land",,,,,,,,,,,,,,,,
265,The ancient king tombs of Kaunos are worth seeing,,,,,,,,,,,,,,,,
